Lat,Lon,Value,ConstructionType
-52.77300578221721,16.752640862724586,91199.2961779491,Steel
-72.52123312553375,24.255678198112566,109529.66027427025,Steel
-67.68851230893111,12.918761885792524,157075.80245078882,Steel
-57.33346584370854,18.220866747570028,214493.2947220348,Wood
-73.13605503525133,22.51032540784505,387942.657131045,Wood
-77.69060270513621,28.79941052503302,155539.10900662103,Wood
-71.30745641258696,7.567565981775749,179530.4363820389,Steel
-75.16336138237986,8.930667592872993,124740.24249552828,Wood
-52.109070429722806,17.72177237985167,211684.56393808872,Wood
-55.75638861306749,15.461874028751172,104906.16441980524,Steel
-60.997887304687296,15.26990401709166,162013.59609449803,Concrete
-53.856182294368466,12.42403757340383,111298.80065489098,Steel
-55.889837693026564,19.017119962723903,69916.39409157267,Wood
-74.40289823341892,27.082208404142907,478071.5401517906,Concrete
-53.22323004530067,9.023108513446596,224305.26695211543,Steel
-63.819732742530476,10.382158237393941,224929.0412397185,Wood
-55.77679534507812,21.770587444989644,234115.53751689137,Wood
-53.1172610022952,6.404941357182604,287801.3888893426,Steel
-70.45989575084408,21.844104989075163,173677.4969069725,Concrete
-76.6984422641697,12.861403771583433,230331.4439543579,Concrete
-73.16194512374175,13.946348285000374,133225.07371015527,Wood
-67.1867663412123,15.138734345572505,151920.3534776116,Steel
-55.45955702232521,13.739689037292871,88078.55999033821,Wood
-54.1780825023097,26.030240531988305,176446.40763830807,Wood
-79.79143608406427,28.651711435007726,131663.12339029042,Wood
-64.67758092267303,18.70028688290471,154315.3704818395,Wood
-67.47766990553663,19.546962470873485,226760.73373628902,Wood
-73.33676568587809,6.762077700335879,183657.02564055807,Wood
-76.40403897998952,22.829798209025014,245738.13383438857,Steel
-69.87154485789117,19.6024718241021,128500.57896071815,Wood
-51.712708882624426,6.259863095190009,189613.67335911884,Wood
-70.30391203937734,9.960641676792582,126019.97107636431,Wood
-64.43628134769902,10.04858550981407,151688.10526921734,Wood
-58.909431233144666,9.274198798583981,143975.30343163348,Wood
-69.09111192862117,21.466148865569426,108497.62996524043,Wood
-50.84653751837118,28.210990383894224,137980.85228407758,Steel
-51.126581151736666,24.07438313395898,205046.14968574521,Wood
-72.44653112523908,16.93433713034783,112830.4649265254,Steel
-65.08254482322843,15.101282449612048,124794.43756250945,Steel
-70.97365070549691,14.661452632730564,267659.70712073246,Steel
-71.45478516867597,20.031173942395625,286975.10569020046,Wood
-78.89339157936402,13.98051647361341,227026.80172119083,Wood
-61.713069980603095,10.653049279717928,322289.5114655222,Wood
-64.91962930313416,20.071072664389572,280930.34550402965,Wood
-78.45563746250032,14.767635335689329,157096.62403483345,Steel
-71.64060607290166,5.3531207285958455,360649.4108865747,Wood
-52.75202342100039,5.555777839169363,303704.3408993007,Wood
-72.81314327999083,11.853415278860458,158105.61533801403,Wood
-75.6531538372633,17.810554987671594,179960.2044923022,Wood
-65.31641719167311,13.855987691699719,124899.55572195111,Steel
-50.430486376681976,5.601378809688799,156640.5023633765,Steel
-72.73834185465499,10.57879409383101,87399.4673996968,Steel
-59.835933577823646,7.410482716865403,128720.92357405013,Wood
-57.151411540138476,28.715800034035414,223585.59920148685,Steel
-72.87087368022802,12.820851890713163,108043.09649807544,Steel
-58.15350954164421,5.3691592898873965,143590.55789124663,Concrete
-68.96650601842241,21.51408129964159,203498.85246046257,Concrete
-61.030825082192614,10.811198512695428,144954.14753562165,Steel
-60.99410867717316,19.168406375775103,257969.8175140029,Wood
-63.926759477757244,8.768636365237196,262705.81616954086,Wood
-77.29130689836775,29.600330878061616,127112.03857136637,Steel
-54.94092513232286,29.256479664133327,136656.14142796342,Wood
-70.37659805084793,21.399583792257648,165706.47422977022,Wood
-74.40444468800438,22.680065545551518,124739.41212006117,Steel
-78.77674575335708,15.646972282291284,312849.667676976,Wood
-62.27321170435275,29.054483635454222,138004.64562352095,Wood
-59.67306914473153,15.593490509280024,234296.67414581336,Steel
-79.50236513216431,10.986699935201505,89419.39112948666,Wood
-64.63720825102158,7.8844652400976,119473.06319458295,Wood
-73.20512674406186,10.203132507859639,105435.72162689318,Wood
-60.6448162877165,19.305337598218053,98944.71345055522,Wood
-74.76900712985025,11.127292948482477,132383.3164699554,Wood
-59.27186785692602,21.356235711188617,188526.59380866433,Steel
-68.39793961098388,14.554612997126167,300552.1967173929,Concrete
-51.898100337897965,27.171822635431106,150109.00399686996,Wood
-75.8743716756202,18.961951686639434,168172.897201331,Wood
-69.76800946849224,20.565101327531902,186411.2087377949,Wood
-76.59579436278233,18.913995074816928,121615.3776846644,Concrete
-52.25919145164312,27.139219354775605,161211.56227591823,Steel
-53.67981939857057,6.585489198229784,375143.6588387471,Wood
-72.26175116854533,6.683717677268628,190092.1073786494,Wood
-60.20047861897463,22.54350612311871,375104.3045844183,Wood
-55.48333399396353,24.19909755120446,164324.77348919262,Steel
-63.34397565201613,15.839735457049196,126993.59095384664,Steel
-64.1104826493198,13.807630201356584,247064.38529120554,Wood
-72.74443127298645,11.948626655135328,269828.5788630632,Steel
-77.20691696582303,10.859872145838693,133438.08613434964,Wood
-53.0835272614002,27.79896474196513,188300.6583400601,Wood
-52.98745828510009,12.378488659029312,158668.19019298896,Wood
-61.00695628180196,21.201969895279916,93686.77220395856,Wood
-69.82910626853898,24.67736950959055,95875.27134715117,Wood
-69.52371276162017,5.5491644611895214,149924.21573661303,Steel
-58.22132963389282,5.846853747079665,257816.44641346802,Wood
-53.086692201422686,13.328435115934232,228690.78380644633,Wood
-53.38740727204648,22.40039360784258,112812.77039899847,Wood
-56.603733624271285,11.519965881558743,103882.00271756973,Wood
-60.73905061537137,5.037082260806256,114751.38446977417,Wood
-77.47580105014853,12.203697498597924,110961.96091220978,Concrete
-75.15113857716159,7.253270416087819,114381.63298927386,Steel
-53.043374344187626,10.48533264480808,72385.19689336336,Wood
-61.807128210212305,13.32975001748244,61262.19405765198,Wood
-79.72408845150112,8.201433876718795,58458.09869801212,Steel
-76.95585371401904,22.6591181861915,87534.91600001756,Wood
-60.094946926758325,11.398005800154708,259515.2335451393,Steel
-79.84815248461344,21.52736998262406,688476.3685482092,Steel
-75.17575845747504,19.975821320529235,365125.5926902546,Wood
-63.537986319002414,27.4511371923434,179787.19605853935,Steel
-59.243144069219206,7.1983293086167315,119333.32525532525,Wood
-60.44116221492198,10.365202784091618,136968.08330062017,Wood
-73.2719207161832,26.6294607260994,172161.82343362912,Steel
-58.63462335957392,25.55328640964233,372066.53046436235,Wood
-72.882527375096,9.802638929551268,109464.2506785436,Steel
-70.23800905522197,7.693400298653104,162947.2132637743,Wood
-57.605257846459274,26.406036615504846,169218.13483449534,Concrete
-60.51101302858356,9.453451420617618,157110.88118138284,Steel
-54.52329768517466,26.77774265176988,72874.90695551544,Steel
-60.2716132309897,29.027867484443515,145756.88557734966,Wood
-62.95074189993585,10.52016596439176,94755.1858543424,Steel
-77.18975696515723,26.009689998023877,406438.727835724,Wood
-68.96852590821699,15.595777249556576,204514.18547431604,Steel
-72.04392896954823,24.719460618837395,254378.70097825455,Steel
-72.6803106986275,15.18488852447108,114237.02409548254,Wood
-50.809683357426636,6.759889968342923,135988.27129777716,Wood
-68.20706825999719,22.81738181534161,368358.2359739107,Concrete
-53.2386033446866,8.767215997589476,245150.71031112797,Wood
-61.06584122008211,28.175627232917474,192648.8356896261,Wood
-56.15566089375055,15.443657075517532,278581.5393166045,Concrete
-64.92088720684424,7.050003697739489,356636.6290935243,Wood
-62.69288346120923,10.712000369349859,298645.28388839524,Steel
-65.22446918543409,26.562940436692365,247658.5562504642,Wood
-74.14271036605867,13.02713674060383,257384.43048635632,Concrete
-58.32643654215484,26.408199874492237,142659.27840752003,Wood
-71.57682912677433,9.307168459803723,176005.52718108974,Concrete
-79.27052100705639,16.705453089432364,213686.7280879853,Wood
-60.635831122784964,26.956487294665404,184848.34830619107,Wood
-74.68667961778853,6.210120808081413,199030.58840245093,Wood
-51.78624246941257,12.60692956949051,153819.10890615833,Wood
-51.382142689922375,27.746289735969643,54598.608922802276,Steel
-52.55406829338654,19.91315819270108,213338.65678088443,Concrete
-68.89523899233667,22.905803275553367,169944.71222808625,Steel
-79.53630150413397,26.053210964810184,171236.19666096682,Steel
-52.15044312236824,18.08991065672792,392551.77393037477,Wood
-67.15447555048057,26.13414752554,187713.4136811383,Steel
-51.000355428689915,20.969114266710204,117951.7411435368,Wood
-51.09140068732241,22.141261264087554,214307.83599487777,Steel
-54.4097163359792,8.821361379203486,168421.39975325685,Wood
-71.16653323791243,28.4754707308676,254337.6202108255,Steel
-68.44706814194224,24.902108760872892,128195.36935837497,Wood
-54.465899854494296,11.354899903678737,117478.63638153278,Wood
-70.49233984531168,19.499866659576327,131138.39059888557,Wood
-74.91521759941722,14.411647621529026,81498.41903089115,Wood
-63.29596212624949,21.51004997024779,136616.7851564271,Wood
-51.91535677517657,29.843671080061753,307387.70683007466,Wood
-59.11910609975081,6.143659928591129,121696.29122364186,Steel
-62.89816489731905,28.813090949090615,94583.89782026033,Wood
-77.08470518687695,6.809783303591256,131766.67158292222,Wood
-61.54978319902491,16.51911589601945,177747.7498600999,Wood
-50.2983844968721,17.052730014835902,120763.58587848695,Wood
-75.79747954290428,11.718111364995213,167488.7203219913,Steel
-64.4501104290879,19.167482151492163,179969.50386996023,Wood
-53.67880784216133,25.849103658465673,162867.2521014887,Wood
-57.77694146737387,12.34905453028183,157039.7705608816,Steel
-59.08952777014196,6.76012344130344,329545.64262611495,Wood
-58.925477480386725,20.80709251603156,174670.57379893409,Wood
-69.21526546340735,23.793628228706293,118615.33395994008,Wood
-71.1922446720652,28.86307524490175,220102.01931739794,Wood
-55.71916533564459,8.988116171084574,158894.4788651956,Steel
-55.69659815962458,27.533996645120133,167473.0981113516,Steel
-53.98783044259689,17.05308692972781,244108.90064014768,Wood
-52.60278342330586,10.893955925601038,278336.2745055085,Wood
-64.65972803417186,29.068711754906737,103189.37668708742,Steel
-64.95451115938401,10.960731763408075,325395.1931140329,Steel
-56.051144630996745,23.336104643398297,158591.55644999334,Wood
-60.501082076667046,24.622169460103233,159031.61993559508,Steel
-58.940993682268896,15.762976310597796,108664.49419042392,Steel
-56.126219916916966,22.24962111817363,219406.4410834228,Wood
-53.29983974547301,19.311926875731277,92162.68433251408,Wood
-69.86014529445393,9.800818810827941,201865.94509737077,Wood
-68.73251142080169,23.99719705283846,315064.0659518779,Wood
-77.18054180477392,28.20040362091086,143507.42258033663,Wood
-62.65159577011478,17.2159513679785,250880.17560301893,Steel
-78.92173178609774,29.857756351668954,168177.8481888604,Wood
-66.03205945602619,15.699132838371517,93258.59867301547,Wood
-63.720660958772704,16.993414391785677,170739.65692432146,Wood
-71.40376243615147,21.847437849340867,151126.37867995386,Steel
-62.275002182929676,9.644253605608595,232950.8336664112,Steel
-79.08499250182852,27.54865024868016,140739.18510147667,Steel
-78.87955433752357,25.03181992848668,198702.27403437527,Steel
-55.32198318021025,26.810432159794484,106694.46143415764,Wood
-69.19428075766211,20.238964487602185,193258.83418202918,Wood
-76.18818462044345,27.093699029487325,164309.66077238673,Wood
-64.33270219835588,21.999312181951378,154661.85513536673,Wood
-56.90019340704168,17.78902249464399,164791.18535283871,Steel
-73.52536917509471,28.294770099617892,144791.2575570575,Wood
-61.31328572542999,15.992994220537533,172238.64436415708,Steel
-77.43957605018696,17.514246387296847,150421.07925958786,Wood
-78.44954836494176,9.238593270668742,110267.40965909245,Concrete
-64.05936105295557,28.69147524647401,96907.41477951319,Wood
-63.780946351696805,10.526320211557643,133555.9098061326,Wood
-60.8771029550538,10.035398104791666,143365.31830627105,Concrete
-58.21725998832015,7.529865105779269,48929.665492399465,Wood
-50.724437616123964,16.33398627879922,164017.1790662641,Wood
-64.51098955096414,11.840363746952072,392855.6492813593,Steel
-70.31130581176262,23.519525013286074,214482.68094255563,Steel
-56.14441415693889,12.688040505101334,151968.6174211779,Steel
-71.87503246213777,23.01925654310986,117462.97536946548,Wood
-66.83085737883091,9.899027069407241,82519.78845571291,Steel
-77.64630855973202,10.74914608500208,232219.24961821295,Wood
-79.23947769753627,25.154354011037633,192946.0072040495,Wood
-51.12054755966225,14.277338798119098,99310.95349439877,Concrete
-54.920596384633825,7.79434939011732,239261.24152299427,Wood
-59.12077381718906,29.0350951272102,227710.8261644057,Steel
-67.7314116675719,9.434803911090285,124426.55628171972,Steel
-74.80117039787463,8.754927966548935,144818.17212348102,Steel
-75.30688871986742,13.959551583790496,179860.1879277797,Concrete
-72.49271305506214,7.390844230783087,203035.30259549755,Steel
-63.523200058816386,8.890409398779221,105041.91659066378,Wood
-58.56212231899813,26.161114938373736,204183.61236279973,Wood
-60.19407869846806,9.287671392741716,166654.99106351618,Wood
-71.60198309162172,7.785670341563459,253809.25185183514,Wood
-51.35404158010418,26.998938422031557,220812.3883052106,Wood
-57.86309249912694,16.094912702810873,166564.53287730916,Steel
-63.36937842465798,8.929073535310687,234854.38339604778,Wood
-61.64837761296943,19.53793576261299,88983.63507287407,Concrete
-67.4119981271663,6.037645996897971,140128.2938649602,Wood
-72.56807031496528,15.684563865738864,110291.86997924848,Steel
-69.32081964046215,19.757845659383587,130331.44428143032,Steel
-57.264616686068926,28.928000756532715,129697.68161448042,Wood
-79.56819534110733,13.161619094618503,98212.5918971618,Concrete
-76.51782078479252,24.12627741341111,238258.65922295678,Wood
-78.61992073934742,8.317495347628233,219775.08235607992,Wood
-78.77813593043089,15.839558750849998,127671.5349093223,Steel
-54.33618247966978,10.578368247011719,64468.033593804816,Wood
-58.89026421859929,17.311695896909356,132979.29679645633,Steel
-65.77478512738024,15.43079647164696,159620.2865559037,Concrete
-77.06497518046996,29.494626248997832,280064.67894863675,Wood
-65.25152374649502,27.937449948016116,129888.99759990642,Wood
-65.79584687658303,19.555147491650935,240708.36638549075,Wood
-74.80394390269954,9.412744447877998,132995.86411630185,Wood
-66.98445052286081,18.92392478554715,204328.8305321563,Steel
-68.0448579680788,24.802056958094308,224817.49058259238,Wood
-61.524497058433504,5.950677799432673,205128.2642249834,Concrete
-60.947190473970686,15.850733716370584,110984.84668297152,Wood
-78.64087970683866,6.066172870736365,140726.94774342387,Wood
-68.76162156120586,11.098948438698097,205844.22063276573,Steel
-61.22420252857291,7.302866490023217,86508.48515830861,Concrete
-64.90591224259737,29.01445705562706,223208.9768431014,Wood
-54.30530476435033,9.22071631950888,100201.34132438511,Steel
-60.239191051431646,8.752597058406298,94775.63803826684,Wood
-75.11196718755711,29.30137416177398,131520.8833872703,Wood
-77.88293757798711,17.899182257576836,123744.57730371626,Steel
-60.72742165381053,23.949625785113685,175032.83823294708,Wood
-79.20466068375134,13.182866279238377,181114.12775069324,Wood
-62.4267325617961,18.321517648371387,167397.3462256485,Wood
-51.79309275725127,5.171342801943078,109841.66555723787,Steel
-62.73577466372363,15.2204617844354,263962.7790520581,Wood
-68.35490221380434,18.877244661098846,167013.30379996367,Wood
-60.70135344672941,17.860254087478094,236151.74042688333,Steel
-66.2524132852545,15.145492180418897,65028.36363748752,Steel
-63.631496320521954,24.697691593611168,201601.59523472883,Wood
-51.75605573670425,17.541020666342696,129417.79675900975,Steel
-68.41692086597678,20.903013091148487,220499.31049308763,Steel
-51.16428308528258,9.615528290850671,332526.68174962816,Steel
-52.839480741318084,26.537502410278098,101999.55530766369,Concrete
-74.1262659563211,14.070904547240785,229418.126607059,Wood
-77.91916097374504,17.052590833161563,128087.17617113778,Wood
-76.9766599586772,13.80486949561616,76989.73376142842,Steel
-79.45334523045351,27.297679400178858,235820.9664931605,Wood
-77.16671117732214,27.51850367405582,336975.787469574,Wood
-59.509796797509296,10.607108615256076,378681.7534602298,Steel
-77.86434054619313,23.81786389405834,183549.63227086334,Concrete
-70.43073109118716,7.572088642704981,91331.12712280001,Wood
-54.65374067091636,5.7462588326949575,149799.88704015224,Wood
-79.30184192792522,25.914602837505296,155797.22745979024,Steel
-55.56594552233193,8.279453637998625,252331.8169712974,Steel
-71.544356756798,8.869567946524793,161170.16369358965,Steel
-76.45505517135031,20.16470648235008,70948.58634812164,Wood
-59.09788503907548,25.419212913599335,209440.337509694,Steel
-61.13171459660348,9.740023001026056,167501.99396369015,Wood
-53.67583959418841,7.854805867807489,233646.3270931051,Steel
-57.94786868588343,6.933058637521326,179757.6579253327,Wood
-55.89557208845454,5.62116028963633,214396.7472211573,Wood
-71.53896282286081,7.9119787464517985,163717.11056568348,Concrete
-74.67681368660831,28.56729773921667,182306.1745394247,Wood
-57.48155745077425,7.382062814611547,112578.08242510443,Steel
-55.79495782198208,19.938974351878016,187527.63096394713,Wood
-50.2848457399798,28.024159722900745,151138.5079688908,Wood
-67.6214696926572,20.6955035194043,197990.53408137138,Concrete
-68.8394574262165,5.81864386308369,101421.94741177486,Wood
-56.7076111777401,19.91034518039906,284835.7025866882,Steel
-69.77589379240946,27.5766326710144,179752.99954634992,Steel
-52.077280231893056,13.063975877003166,223518.78488569494,Wood
-54.24761744470965,12.84069823927111,163064.45880248604,Steel
-67.13017917874944,11.221589717520176,207169.92383513905,Wood
-57.47386796625508,17.638614673657,66298.86639581437,Wood
-57.36371377745953,10.948571152733638,155901.7049587989,Wood
-76.90628393492202,23.094719284975742,118521.8398234788,Wood
-52.923412799613,21.121543685490302,140930.77954517218,Steel
-64.84242882656429,15.019340384239769,243840.3876412738,Wood
-55.20627601676775,23.06387644485678,85831.59783693956,Wood
-70.39851196908165,7.462407660992885,218794.560547411,Wood
-53.13430314511399,23.73821008460249,195737.7755859193,Steel
-68.3239496379751,20.07270453959256,271627.00168072374,Wood
-79.67487045559105,20.75207189216595,71007.20283912295,Steel
-52.83854070742209,6.616592505562112,206034.65696147253,Steel
-77.26139969641599,20.453375293206946,180066.92445878257,Wood
-70.42059087228755,17.353050595637313,159330.3369987674,Steel
-51.49814098847585,17.146562557923595,290000.4816654862,Steel
-51.48178559187332,13.04633499477911,70037.40522424883,Wood
-62.796863356301415,5.190347083506709,171109.75065267237,Wood
-61.04488363490602,15.565935001153964,244988.8159232478,Wood
-66.54663434065041,15.022905605643464,84951.46319632613,Wood
-71.20367684905807,15.570135182965915,206444.80556763537,Wood
-70.14006363890252,20.299850164501084,185379.27705979027,Wood
-59.824446317688846,12.497655356503813,69428.34487932743,Steel
-57.4287641168696,11.734586230855868,252394.74010542376,Wood
-56.25262868822455,17.444531986832004,113922.86458144149,Steel
-56.31145571616338,19.807941899630997,306014.3306378693,Wood
-77.26381690853928,19.183210666417526,204767.3757292962,Steel
-65.16739085892256,27.04104335328967,183488.23873805307,Wood
-78.27323719950067,24.228601458620513,244039.86584784128,Steel
-63.514133530287936,6.30474740937524,232751.2371406311,Steel
-66.75408495879869,19.086885378702473,74337.32979310084,Steel
-53.36887451725101,15.44535523724692,82290.8489345032,Wood
-69.47254962343764,14.026282335433939,153680.25057722811,Concrete
-76.48798950717182,28.947397653110343,105904.60084014172,Wood
-75.71024953841493,16.41989456320131,316114.00566692126,Wood
-57.15468104847583,22.985872374220936,109501.4277917682,Wood
-61.453458100512165,29.17717424892059,168859.9664362644,Wood
-76.96631971631629,8.775003397560276,205505.0451271179,Steel
-77.47679581655008,6.365406553723822,432648.25093317655,Wood
-58.9709260562264,12.84050573617557,257745.7565809996,Wood
-77.8171098090742,6.111106633682632,124932.68799963524,Wood
-55.34419822128931,7.919115281337156,200765.95215470222,Wood
-58.81273318530511,29.792745563020976,215201.79366366527,Wood
-77.55953658074301,29.004472619194157,208727.19976871612,Wood
-77.45486857744424,22.28231647397241,109951.59073287965,Wood
-50.40081264496474,23.824674990107646,366854.1923842433,Concrete
-68.77187612731639,8.512301941075638,99742.56957182422,Wood
-68.88073558799327,19.88088939885855,213647.59030597936,Wood
-55.616012982274924,8.860318610204066,114360.54179460717,Wood
-51.58254267848424,14.45965390255506,190289.68408720524,Steel
-50.419968085313876,13.633625634745327,150487.2680462908,Wood
-57.39865444223175,20.34901152971015,96663.9242367344,Steel
-68.71221243407253,6.992327719403997,60479.71993813732,Steel
-77.49497849903993,7.586551748042562,231945.35633368214,Wood
-56.6855925221769,20.24829810530087,130127.00611999858,Wood
-63.24787250792585,20.90294142349066,172070.56138362273,Wood
-67.2733397225907,13.49706063107902,334395.27037068136,Steel
-52.80936844715792,8.67177819473714,208879.4507600917,Wood
-76.66407553081547,27.151997894790306,51060.26413972031,Steel
-65.22124687127423,6.32371994610831,99719.4594232251,Wood
-79.65939065697742,22.93438794011781,77924.9310825189,Concrete
-65.94018074017622,8.501117953209606,116602.70779613643,Wood
-78.31090172954488,20.934347710673666,146038.71154310406,Concrete
-76.43546251195784,21.59139617322249,452229.46123977675,Steel
-76.47421259668685,25.10649092588426,243434.61788729453,Steel
-60.52369093651809,14.875627056760935,187694.46660058864,Wood
-57.6186536220373,5.544911705819512,194373.49707841314,Wood
-62.498937047085214,25.27623464922482,196818.21105593455,Wood
-51.134823545763744,16.101700484463347,80746.67044519109,Wood
-68.75388261428888,26.177245489939516,92618.80363118155,Wood
-71.42863741154417,24.399623741523676,195267.77990366702,Steel
-53.94202615431619,17.45767053081662,163077.3201175117,Wood
-73.29212484441642,29.984985224815656,183670.63074885574,Wood
-51.10332381678166,16.551876925895233,309315.23498411826,Wood
-79.63536575930551,22.412615501173985,123400.99250262434,Steel
-50.90363519877083,21.745095498071226,140388.30471835646,Steel
-78.70520264148271,17.95166787583943,179640.93950381456,Wood
-53.26570658905787,19.633757225105924,82384.90941630864,Wood
-64.168966727411,24.965219044450834,90289.5216880118,Wood
-50.21105611642099,19.29033169485995,280753.7474858687,Steel
-77.78610305793804,16.253707632108657,144686.39660761732,Wood
-63.38437146796038,21.5520618655894,133771.20475614362,Wood
-50.92092393142703,5.887725884293,179243.298066804,Steel
-64.30706467489554,7.729846875109443,83468.08309185454,Wood
